	Вакансия	Ссылка	Мин. з/п	Макс. з/п	Валюта	Источник
1185	Продавец-консультант/продавец-кассир (м. Речной вокзал, ТРЦ Речной)	https://hh.ru/vacancy/42044663?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		43100	RUB	https://hh.ru/
1186	Мобильный продавец-кассир	https://hh.ru/vacancy/41964129?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		17000	RUB	https://hh.ru/
1187	Продавец-кассир	https://hh.ru/vacancy/42429235?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	35000	RUB	https://hh.ru/
1188	Продавец-кассир в Арсеньеве	https://hh.ru/vacancy/42679210?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	25000	RUB	https://hh.ru/
1189	Продавец-кассир	https://hh.ru/vacancy/42753128?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	90000	200000		https://hh.ru/
1190	"Продавец-консультант (ТЦ ""Речной Вокзал"")"	https://hh.ru/vacancy/42001570?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		60000	RUB	https://hh.ru/
1191	"Продавец-кассир (ТЦ ""ADK River"")"	https://hh.ru/vacancy/42092057?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	96500	105100		https://hh.ru/
1192	Продавец	https://hh.ru/vacancy/42892630?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86				https://hh.ru/
1193	Продавец-консультант/Продавец-кассир (ТРЦ Северное сияние)	https://hh.ru/vacancy/42441677?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		37400	RUB	https://hh.ru/
1194	Продавец-консультант/кассир	https://hh.ru/vacancy/42673112?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		28000	RUB	https://hh.ru/
1195	Мобильный продавец (центр)	https://hh.ru/vacancy/42394180?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	18000	21000	RUB	https://hh.ru/
1196	Продавец-консультант	https://hh.ru/vacancy/42711224?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		42000	RUB	https://hh.ru/
1197	Мобильный продавец-кассир	https://hh.ru/vacancy/41803611?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		7000	RUB	https://hh.ru/
1198	Продавец-кассир (м. Рыбацкое)	https://hh.ru/vacancy/42916631?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	28500	43500	RUB	https://hh.ru/
1199	Продавец	https://hh.ru/vacancy/42871013?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	700	700		https://hh.ru/
1200	Продавец фирменных разливных напитков (Щорса, 1)	https://hh.ru/vacancy/42903413?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		23000	RUB	https://hh.ru/
1201	"Продавец магазина ""Магнит"""	https://hh.ru/vacancy/42982292?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		18000	RUB	https://hh.ru/
1202	Кассир-продавец	https://hh.ru/vacancy/42889870?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		21000	RUB	https://hh.ru/
1203	Продавец (Ямное)	https://hh.ru/vacancy/42919588?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	26000	30000	RUB	https://hh.ru/
1204	"Продавец-кассир (ТРЦ ""Гринн"")"	https://hh.ru/vacancy/42835151?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	23800	26400	RUB	https://hh.ru/
1205	Продавец (г. Кисловодск)	https://hh.ru/vacancy/42960464?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		25000	RUB	https://hh.ru/
1206	Продавец-консультант	https://hh.ru/vacancy/42954934?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		25000	RUB	https://hh.ru/
1207	Кассир-продавец	https://hh.ru/vacancy/42962478?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		24400	RUB	https://hh.ru/
1208	Продавец-кассир	https://hh.ru/vacancy/42898537?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	40000	60000	RUB	https://hh.ru/
1209	Продавец-кассир	https://hh.ru/vacancy/42857681?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	40000	50000	RUB	https://hh.ru/
1210	Продавец-консультант	https://hh.ru/vacancy/42969274?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		30000	RUB	https://hh.ru/
1211	Продавец (неполный рабочий день)	https://hh.ru/vacancy/42963854?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86				https://hh.ru/
1212	Продавец-кассир	https://hh.ru/vacancy/42900142?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	23000	25000	RUB	https://hh.ru/
1213	Продавец-портной (ТЦ Талисман)	https://hh.ru/vacancy/42914425?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		35000	RUB	https://hh.ru/
1214	Продавец	https://hh.ru/vacancy/42984931?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		16500	RUB	https://hh.ru/
1215	Продавец-консультант непродовольственных товаров	https://hh.ru/vacancy/42764023?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		55000	RUB	https://hh.ru/
1216	Продавец (Чкаловск)	https://hh.ru/vacancy/42996001?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		20000	RUB	https://hh.ru/
1217	Продавец в комиссионный магазин	https://hh.ru/vacancy/42890818?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	20000	23000	RUB	https://hh.ru/
1218	Продавец-кассир	https://hh.ru/vacancy/42985836?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		21000	RUB	https://hh.ru/
1219	Продавец	https://hh.ru/vacancy/42904144?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	35000	RUB	https://hh.ru/
1220	Продавец отдела	https://hh.ru/vacancy/42977152?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	35400	42500	RUB	https://hh.ru/
1221	"Продавец магазина ""Магнит"" (г. Полярный)"	https://hh.ru/vacancy/42950092?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		30800	RUB	https://hh.ru/
1222	Продавец	https://hh.ru/vacancy/42929246?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		18000	RUB	https://hh.ru/
1223	Продавец-кассир в ТЦ Фестиваль	https://hh.ru/vacancy/42944989?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		30000	RUB	https://hh.ru/
1224	Продавец- универсал (р-он Бугровки)	https://hh.ru/vacancy/42943421?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		12000	RUB	https://hh.ru/
1225	Вечерний продавец-кассир магазина befree	https://hh.ru/vacancy/42823737?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86				https://hh.ru/
1226	Продавец-кассир	https://hh.ru/vacancy/42856971?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86				https://hh.ru/
1227	Продавец	https://hh.ru/vacancy/42818113?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	15000	25000	RUB	https://hh.ru/
1228	Продавец	https://hh.ru/vacancy/42883201?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		25000	RUB	https://hh.ru/
1229	Продавец-консультант	https://hh.ru/vacancy/42865767?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	35000	55000	RUB	https://hh.ru/
1230	Продавец	https://hh.ru/vacancy/42983492?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	53000	80000	RUB	https://hh.ru/
1231	Продавец-кассир	https://hh.ru/vacancy/42877240?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	30000	35000	RUB	https://hh.ru/
1232	Продавец (Березовка)	https://hh.ru/vacancy/42979091?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	23000	40000	RUB	https://hh.ru/
1233	Кассир-продавец	https://hh.ru/vacancy/42939966?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	20955	28575	RUB	https://hh.ru/
1234	Продавец-кассир, в ТЦ Oz Mall	https://hh.ru/vacancy/42960586?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	40000	RUB	https://hh.ru/
1235	Продавец-консультант	https://hh.ru/vacancy/42840994?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	38000	42000	RUB	https://hh.ru/
1236	Продавец	https://hh.ru/vacancy/42888443?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	25000	RUB	https://hh.ru/
1237	Продавец-консультант	https://hh.ru/vacancy/42886542?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		500		https://hh.ru/
1238	Продавец-кассир	https://hh.ru/vacancy/42757593?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		580		https://hh.ru/
1239	Продавец-консультант	https://hh.ru/vacancy/42777993?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		50000	RUB	https://hh.ru/
1240	Продавец-кассир	https://hh.ru/vacancy/42866448?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	18000	21000	RUB	https://hh.ru/
1241	Продавец	https://hh.ru/vacancy/42910526?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		25800	RUB	https://hh.ru/
1242	Продавец-кассир ФИКС ПРАЙС (г. Курск, Сеймский район)	https://hh.ru/vacancy/43008364?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	20000	22000	RUB	https://hh.ru/
1243	Товаровед/продавец	https://hh.ru/vacancy/42897380?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	500	700		https://hh.ru/
1244	Продавец в Сеть Продуктовых Магазинов	https://hh.ru/vacancy/42989466?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86				https://hh.ru/
1245	Продавец продовольственных товаров	https://hh.ru/vacancy/42944865?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	18000	25000	RUB	https://hh.ru/
1246	Продавец	https://hh.ru/vacancy/43003725?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	53000	80000	RUB	https://hh.ru/
1247	Продавец-кассир	https://hh.ru/vacancy/43001981?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		25000	RUB	https://hh.ru/
1248	"Продавец-консультант (""ТЦ Богородский"", г. Ногинск)"	https://hh.ru/vacancy/41125625?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		30000	RUB	https://hh.ru/
1249	Продавец-консультант	https://hh.ru/vacancy/42534397?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		45000	RUB	https://hh.ru/
1250	Бариста/продавец	https://hh.ru/vacancy/42552187?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	800	950		https://hh.ru/
1251	Продавец-кассир (г. Сегежа)	https://hh.ru/vacancy/42957129?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	18000	22000	RUB	https://hh.ru/
1252	Продавец	https://hh.ru/vacancy/42615265?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	40000	RUB	https://hh.ru/
1253	Продавец-консультант (г.Липецк)	https://hh.ru/vacancy/42763103?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		28000	RUB	https://hh.ru/
1254	Старший продавец	https://hh.ru/vacancy/42335674?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	100000	150000	RUB	https://hh.ru/
1255	Продавец-консультант	https://hh.ru/vacancy/42247200?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	40000	60000	RUB	https://hh.ru/
1256	Продавец (Центральный район)	https://hh.ru/vacancy/37967013?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		35000	RUB	https://hh.ru/
1257	Продавец на рынок (15 мкр)	https://hh.ru/vacancy/42992489?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86				https://hh.ru/
1258	"Продавец (""Любимый минимаркет"")"	https://hh.ru/vacancy/42886914?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		25000	RUB	https://hh.ru/
1259	Продавец-консультант	https://hh.ru/vacancy/42888150?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		24000	RUB	https://hh.ru/
1260	Продавец	https://hh.ru/vacancy/40320663?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86				https://hh.ru/
1261	Продавец	https://hh.ru/vacancy/39715176?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	26600	31600	RUB	https://hh.ru/
1262	Продавец	https://hh.ru/vacancy/42878613?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		40000	RUB	https://hh.ru/
1263	Продавец-консультант	https://hh.ru/vacancy/42504831?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	30000	70000	RUB	https://hh.ru/
1264	Продавец-кассир	https://hh.ru/vacancy/42859314?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		27000	RUB	https://hh.ru/
1265	Продавец-кассир (г Чапаевск, Черняховского)	https://hh.ru/vacancy/42623202?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		29000	RUB	https://hh.ru/
1266	Продавец-консультант	https://hh.ru/vacancy/42730758?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		30000	RUB	https://hh.ru/
1267	Продавец-кассир	https://hh.ru/vacancy/42654200?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	25000	RUB	https://hh.ru/
1268	Продавец-кассир	https://hh.ru/vacancy/42866067?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	25000	RUB	https://hh.ru/
1269	Продавец-консультант / Кассир	https://hh.ru/vacancy/42974424?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		40000	RUB	https://hh.ru/
1270	Продавец-кассир	https://hh.ru/vacancy/41940474?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		30000	RUB	https://hh.ru/
1271	"Продавец-консультант (ТЦ ""ПАССАЖ"")"	https://hh.ru/vacancy/42586369?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	30000	60000	RUB	https://hh.ru/
1272	Продавец-консультант	https://hh.ru/vacancy/42597361?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	650	1100		https://hh.ru/
1273	Продавец-консультант в отдел рыбалка	https://hh.ru/vacancy/42586302?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	30000	50000	RUB	https://hh.ru/
1274	Продавец-кассир	https://hh.ru/vacancy/42984692?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		17000	RUB	https://hh.ru/
1275	Продавец-консультант	https://hh.ru/vacancy/42222946?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	40000	RUB	https://hh.ru/
1276	Продавец-универсал	https://hh.ru/vacancy/36006869?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		34000	RUB	https://hh.ru/
1277	Продавец-кассир	https://hh.ru/vacancy/37718035?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		33000	RUB	https://hh.ru/
1278	Продавец-кассир выходного дня ( г. Королев, пр-т Королева д.3)	https://hh.ru/vacancy/42895654?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		14900	RUB	https://hh.ru/
1279	Продавец-кассир	https://hh.ru/vacancy/41955610?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	45000	60000	RUB	https://hh.ru/
1280	Мобильный продавец (Казань)	https://hh.ru/vacancy/42885445?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		35000	RUB	https://hh.ru/
1281	Продавец-кассир Норман	https://hh.ru/vacancy/42892934?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	35000	45000	RUB	https://hh.ru/
1282	Продавец-консультант	https://hh.ru/vacancy/42347932?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	30000	85000	RUB	https://hh.ru/
1283	Продавец на выкладку товара	https://hh.ru/vacancy/40391769?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	27000	30000	RUB	https://hh.ru/
1284	Продавец	https://hh.ru/vacancy/42384792?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		33000	RUB	https://hh.ru/
1285	Продавец ручек PARKER	https://hh.ru/vacancy/42876794?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	30000	40000	RUB	https://hh.ru/
1286	Продавец-кассир на неполный день (ТЦ Европа на Стаханова)	https://hh.ru/vacancy/41069160?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		11500	RUB	https://hh.ru/
1287	Продавец-консультант	https://hh.ru/vacancy/42802725?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	30000	RUB	https://hh.ru/
1288	Продавец-кассир	https://hh.ru/vacancy/40996854?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		22500	RUB	https://hh.ru/
1289	Продавец-консультант	https://hh.ru/vacancy/42792071?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	18000	43000	RUB	https://hh.ru/
1290	"Продавец-кассир (ТЦ ""Красная Площадь"")"	https://hh.ru/vacancy/42922067?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86				https://hh.ru/
1291	"Продавец-консультант в ""Milavitsa"""	https://hh.ru/vacancy/42872881?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	40000	RUB	https://hh.ru/
1292	Продавец-консультант	https://hh.ru/vacancy/42656289?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	55000	RUB	https://hh.ru/
1293	Продавец-консультант	https://hh.ru/vacancy/42966049?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		25000	RUB	https://hh.ru/
1294	Продавец	https://hh.ru/vacancy/42858076?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	60000	70000	RUB	https://hh.ru/
1295	"Продавец-кассир ТЦ ""Орех"""	https://hh.ru/vacancy/42306020?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		28000	RUB	https://hh.ru/
1296	Продавец	https://hh.ru/vacancy/42755930?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		28000	RUB	https://hh.ru/
1297	Продавец-кассир (г. Череповец)	https://hh.ru/vacancy/42710007?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		18108	RUB	https://hh.ru/
1298	Кассир-продавец	https://hh.ru/vacancy/42960306?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	20000	30000	RUB	https://hh.ru/
1299	Мобильный продавец-кассир	https://hh.ru/vacancy/41913147?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		18500	RUB	https://hh.ru/
1300	Продавец-кассир	https://hh.ru/vacancy/41656459?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		28000	RUB	https://hh.ru/
1301	Продавец-кассир (Ново-Савиновский р-н)	https://hh.ru/vacancy/42648210?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		30000	RUB	https://hh.ru/
1302	Продавец-консультант в гастрономическую лавку	https://hh.ru/vacancy/42364686?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	20000	30000	RUB	https://hh.ru/
1303	Продавец	https://hh.ru/vacancy/42906570?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86				https://hh.ru/
1304	Продавец	https://hh.ru/vacancy/42935104?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	1800	30000	RUB	https://hh.ru/
1305	Мобильный продавец-кассир	https://hh.ru/vacancy/42691929?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		22000	RUB	https://hh.ru/
1306	Продавец-кассир	https://hh.ru/vacancy/42859316?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		27000	RUB	https://hh.ru/
1307	Продавец в магазин обуви CAPRICE ТРЦ «Dana Mall»	https://hh.ru/vacancy/42893346?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	800	1300		https://hh.ru/
1308	"Продавец-кассир 30 ч/нед ТК ""Титан Арена"""	https://hh.ru/vacancy/41062360?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	19425	21525	RUB	https://hh.ru/
1309	Продавец	https://hh.ru/vacancy/42900798?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		25000	RUB	https://hh.ru/
1310	Продавец	https://hh.ru/vacancy/41895052?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	23000	40000	RUB	https://hh.ru/
1311	Продавец-кассир	https://hh.ru/vacancy/42445147?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		800		https://hh.ru/
1312	Продавець (вул. Щирецька, 7)	https://hh.ru/vacancy/42261868?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	9000	10000		https://hh.ru/
1313	Продавец (Сосенское, Сервантеса, 3/1)	https://hh.ru/vacancy/42874152?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		45000	RUB	https://hh.ru/
1314	Продавец (Казань, Шуртыгина 7)	https://hh.ru/vacancy/42766245?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		35000	RUB	https://hh.ru/
1315	Продавец-консультант	https://hh.ru/vacancy/42697094?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		35000	RUB	https://hh.ru/
1316	Продавец в торговый павильон (м. Холодная Гора)	https://hh.ru/vacancy/42564115?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86				https://hh.ru/
1317	Продавец-универсал	https://hh.ru/vacancy/42838330?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86				https://hh.ru/
1318	Продавец	https://hh.ru/vacancy/41519365?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	53000	63000	RUB	https://hh.ru/
